recipe_name,ingredients_raw,steps,love_count,url,category,total_ingredients,ingredients_cleaned,total_steps,ingredients_clean,steps_clean
gongso ayam telur,sepotong dada ayam suwir--1 butir telur--iris kobis/kol yang di--1 buah tomat--daun bawang dan seledri--1 siung bawang putih--3 siung bawang merah--bawang bombay (optional)--3 buah cabai merah--garam--kemiri--merica--kecap manis--kaldu bubuk--minyak untuk menumis--air--,"1) potong2 bawang merah dan haluskan bawang putih, cabai merah, kemiri, merica dan garam
2) tumis bawang merah dan bumbu halus hingga harum, masukkan telur yang sudah dikocok
3) masukkan ayam suwir dan kol/ kobis, tambah air dan kasih sedikit kaldu bubuk lalu masukkan tomat dan beri sedikit kecap manis
4) tunggu hingga mendidih
5) sajikan dengan tambahkan irisan daun bawang dan seledri (beri bawang goreng jika suka)",25,https://cookpad.com/id/resep/4447439-gongso-ayam-telur,telur,16,"sepotong dada ayam suwir, telur, kobis kol, tomat, daun bawang seledri, bawang putih, bawang merah, bawang bombay, cabai merah, garam, kemiri, merica, kecap manis, kaldu bubuk, minyak menumis, air",5,"['sepotong dada ayam suwir', '1 butir telur', 'iris kobis/kol yang di', '1 buah tomat', 'daun bawang dan seledri', '1 siung bawang putih', '3 siung bawang merah', 'bawang bombay (optional)', '3 buah cabai merah', 'garam', 'kemiri', 'merica', 'kecap manis', 'kaldu bubuk', 'minyak untuk menumis', 'air']","['potong2 bawang merah dan haluskan bawang putih, cabai merah, kemiri, merica dan garam', 'tumis bawang merah dan bumbu halus hingga harum, masukkan telur yang sudah dikocok', 'masukkan ayam suwir dan kol/ kobis, tambah air dan kasih sedikit kaldu bubuk lalu masukkan tomat dan beri sedikit kecap manis', 'tunggu hingga mendidih', 'sajikan dengan tambahkan irisan daun bawang dan seledri (beri bawang goreng jika suka)']"
gongso telur semarangan,"3 butir telur--1 buah tomat, potong kotak--1 btg daun bawang, rajang kasar--secukupnya bawang goreng untuk taburan (optional)--1 sdm kecap manis (boleh ditambah yang suka manis)--1 sdm saus sambal--50 ml air--bumbu halus:--4 butir bawang merah--2 siung bawang putih--3 buah cabai merah--sesuai selera cabai rawit--secukupnya garam, gula, dan kaldu bubuk--","1) kocok lepas telur, lalu goreng sambil di orak-arik. sisihkan.
2) tumis sampai harum bumbu halus, tambahkan saus sambal dan kecap manis. masukkan air. masak sampai air meletup2.
3) tambahkan tomat dan telur. aduk rata, masak sampai bumbu sedikit menyusut. masukkan daun bawang. masak sebentar.
4) angkat dan taburi dengan bawang goreng.
5) cocok juga buat sarapan",63,https://cookpad.com/id/resep/4286371-gongso-telur-semarangan,telur,13,"telur, tomat, potong kotak, btg daun bawang, rajang kasar, bawang goreng untuk taburan, kecap manis ditambah suka manis, saus sambal, air, bumbu halus, bawang merah, bawang putih, cabai merah, cabai rawit, garam, gula, kaldu bubuk",5,"['3 butir telur', '1 buah tomat, potong kotak', '1 btg daun bawang, rajang kasar', 'secukupnya bawang goreng untuk taburan (optional)', '1 sdm kecap manis (boleh ditambah yang suka manis)', '1 sdm saus sambal', '50 ml air', '4 butir bawang merah', '2 siung bawang putih', '3 buah cabai merah', 'sesuai selera cabai rawit', 'secukupnya garam, gula, dan kaldu bubuk']","['kocok lepas telur, lalu goreng sambil di orak-arik', 'sisihkan', 'tumis sampai harum bumbu halus, tambahkan saus sambal dan kecap manis', 'masukkan air', 'masak sampai air meletup2', 'tambahkan tomat dan telur', 'aduk rata, masak sampai bumbu sedikit menyusut', 'masukkan daun bawang', 'masak sebentar', 'angkat dan taburi dengan bawang goreng', 'cocok juga buat sarapan']"
goreng ayam tempe balado,400 gr ayam--1/2 papan tempe--2 buah kentang ukuran besar--secukupnya minyak goreng--bahan halus--12 butir cabai merah keriting--2 butir bawang putih--5 butir bawang merah--2 buah tomat--1/2 sdt garam dan sedikit penyedap--,"1) panaskan minyak lalu goreng tempe, matang angkat sisihkan, kemudian goreng kentang sampai matang sisihkan, baru goreng ayam yang sebelumnya di kasih perasan air jeruk nipis dan garam lalu goreng sampai agak kekuningan sisihkan.
2) ulek bahan halus, lalu masak sampai matang baru tambahkan sedikit penyedap.
3) lalu campur semua bahan aduk hingga semua tercampur rata.
4) siap di hidangan.",15,https://cookpad.com/id/resep/4282741-goreng-ayam-tempe-balado,tempe,10,"ayam, papan tempe, kentang, minyak goreng, halus, cabai merah keriting, bawang putih, bawang merah, tomat, garam penyedap",4,"['400 gr ayam', '1/2 papan tempe', '2 buah kentang ukuran besar', 'secukupnya minyak goreng', 'bahan halus', '12 butir cabai merah keriting', '2 butir bawang putih', '5 butir bawang merah', '2 buah tomat', '1/2 sdt garam dan sedikit penyedap']","['panaskan minyak lalu goreng tempe, matang angkat sisihkan, kemudian goreng kentang sampai matang sisihkan, baru goreng ayam yang sebelumnya di kasih perasan air jeruk nipis dan garam lalu goreng sampai agak kekuningan sisihkan', 'ulek bahan halus, lalu masak sampai matang baru tambahkan sedikit penyedap', 'lalu campur semua bahan aduk hingga semua tercampur rata', 'siap di hidangan', '']"
goreng kambing,250 gr kambing--secukupnya garam--sesuai selera kecap manis--minyak untuk menggoreng--,"1) cuci kambing, potong kecil2, goreng sampai matang.
2) tata dalam mangkok/ piring, taburi garam dan kecap manis..
3) sajikan...
4) tidak sempet foto, dangingnya udah keburu abis...",14,https://cookpad.com/id/resep/3666668-goreng-kambing-simple,kambing,4,"kambing, garam, kecap manis, minyak",4,"['250 gr kambing', 'secukupnya garam', 'sesuai selera kecap manis', 'minyak untuk menggoreng']","['cuci kambing, potong kecil2, goreng sampai matang', 'tata dalam mangkok/ piring, taburi garam dan kecap manis', 'sajikan', 'tidak sempet foto, dangingnya udah keburu abis', '']"
goreng tempe ungkep,2 papan tempe--bumbu yang dihaluskan:--6 siung bawang merah--4 siung bawang putih--1 sdm merica--1 sdm ketumbar--1 ruas kunyit--1 jahe--1 rimpang lengkuas--3 butir kemiri--bumbu pelengkap:--3-4 lembar daun salam--3-4 lembar daun jeruk--1-2 batang sereh--secukupnya garam--1 bungkus kaldu ayam bubuk--,"1) potong tempe ukuran agak tebal (agar tak mudah hancur), kmd kerat kedua sisi agar bumbu meresap
2) tumis bumbu yang dihaluskan sampai tercium wangi kmd tambahkan bumbu pelengkap dan air sekitar 250 ml. so...cek rasa jangan terlewati yaa...
3) masukkan potongan tempenya dan masak hingga airnya sat.
4) tempe ungkep siap digoreng dan sisanya bisa disimpan di freezer untuk stock bbrp hari ke depan.",10,https://cookpad.com/id/resep/3929928-goreng-tempe-ungkep,tempe,16,"papan tempe, bumbu dihaluskan, bawang merah, bawang putih, merica, ketumbar, kunyit, jahe, rimpang lengkuas, kemiri, bumbu pelengkap, daun salam, daun jeruk, serai, garam, kaldu ayam bubuk",4,"['2 papan tempe', '6 siung bawang merah', '4 siung bawang putih', '1 sdm merica', '1 sdm ketumbar', '1 ruas kunyit', '1 jahe', '1 rimpang lengkuas', '3 butir kemiri', '3-4 lembar daun salam', '3-4 lembar daun jeruk', '1-2 batang sereh', 'secukupnya garam', '1 bungkus kaldu ayam bubuk']","['potong tempe ukuran agak tebal (agar tak mudah hancur), kmd kerat kedua sisi agar bumbu meresap', 'tumis bumbu yang dihaluskan sampai tercium wangi kmd tambahkan bumbu pelengkap dan air sekitar 250 ml', 'so', 'cek rasa jangan terlewati yaa', 'masukkan potongan tempenya dan masak hingga airnya sat', 'tempe ungkep siap digoreng dan sisanya bisa disimpan di freezer untuk stock bbrp hari ke depan', '']"
gulai ayam,"1 kg daging ayam (potong kecil2)--1 lt santan dari 1/2 butir kelapa--bumbu halus:--6 siung bawang merah--4 siung bawang putih--2 ruas jari kunyit--4 butir kemiri--1/2 sendok teh ketumbar--1/3 sendok teh merica--sedikit jinten--secukupnya garam dan gula--minyak untuk menumis--bumbu pelengkap: daun salam, serai, lengkuas dan kayu manis--bawang goreng untuk taburan--","1) cuci bersih ayam yang sudah dipotong2, rebus dan buang airnya kemudian di cuci lagi sampai bersih.
2) haluskan bumbu, kemudian tumis sampai harum dan tambahkan bumbu pelengkap.
3) masukkan ayam dan bolak balik kemudian beri sedikit air, garam dan gula.
4) masak sampai daging empuk, kemudian tambahkan santan masak sampai mendidih.
5) koreksi rasa dan siap di hidangkan dengan taburan bawang goreng.
6) lebih mantap disajikan dengan sambal kecap...",27,https://cookpad.com/id/resep/4335223-gulai-ayam,ayam,14,"daging ayam potong, santan kelapa, bumbu halus, bawang merah, bawang putih, kunyit, kemiri, ketumbar, merica, jinten, garam gula, minyak menumis, bumbu pelengkap daun salam, serai, lengkuas kayu manis, bawang goreng taburan",6,"['1 kg daging ayam (potong kecil2)', '1 lt santan dari 1/2 butir kelapa', '6 siung bawang merah', '4 siung bawang putih', '2 ruas jari kunyit', '4 butir kemiri', '1/2 sendok teh ketumbar', '1/3 sendok teh merica', 'sedikit jinten', 'secukupnya garam dan gula', 'minyak untuk menumis', 'daun salam, serai, lengkuas dan kayu manis', 'bawang goreng untuk taburan']","['cuci bersih ayam yang sudah dipotong2, rebus dan buang airnya kemudian di cuci lagi sampai bersih', 'haluskan bumbu, kemudian tumis sampai harum dan tambahkan bumbu pelengkap', 'masukkan ayam dan bolak balik kemudian beri sedikit air, garam dan gula', 'masak sampai daging empuk, kemudian tambahkan santan masak sampai mendidih', 'koreksi rasa dan siap di hidangkan dengan taburan bawang goreng', 'lebih mantap disajikan dengan sambal kecap', '']"
gulai ayam kampung telur,"1/2 ekor ayam kampung--4 butir telur ayam negeri--1/4 kubis--bumbu halus :--4 cm lengkuas--3 cm jahe--1 sdt ketumbar halus--2 cm kunyit--4 siung bawang putih--6 siung bawang merah--5 buah cabai merah kriting--4 butir kemiri--1 batang serai besar--2 lembar daun salam--2 lembar daun jeruk--1 sct santan kara--500 ml air--3 sdt gula pasir--garam, penyedap--minyak--","1) cuci bersih ayam. rebus telur sampai matang. angkat, kupas kulitnya.
2) panaskan minyak. tumis bumbu halus beserta daun salam dan jeruk. tumis sampai harum dan kecoklatan.
3) tuangkan air aduk bumbu, tambahkan santan. aduk lagi. tambahkan garam, penyedap dan gula. koreksi rasa.
4) setelah rasa ok, masukan ayam dan telur. tunggu sampai ayam empuk.
5) terakhir masukan kubis, tunggu sekitar 1 menit. angkat sajikan.. bisa ditaburi lagi bawang goreng.",43,https://cookpad.com/id/resep/3906260-gulai-ayam-kampung-dan-telur,telur,20,"ayam kampung, telur ayam negeri, kubis, bumbu halus, lengkuas, jahe, biji ketumbar, kunyit, bawang putih, bawang merah, cabai merah kriting, kemiri, serai, daun salam, daun jeruk, sct santan kara, air, gula pasir, garam, penyedap, minyak",5,"['1/2 ekor ayam kampung', '4 butir telur ayam negeri', '1/4 kubis', '4 cm lengkuas', '3 cm jahe', '1 sdt ketumbar halus', '2 cm kunyit', '4 siung bawang putih', '6 siung bawang merah', '5 buah cabai merah kriting', '4 butir kemiri', '1 batang serai besar', '2 lembar daun salam', '2 lembar daun jeruk', '1 sct santan kara', '500 ml air', '3 sdt gula pasir', 'garam, penyedap', 'minyak']","['cuci bersih ayam', 'rebus telur sampai matang', 'angkat, kupas kulitnya', 'panaskan minyak', 'tumis bumbu halus beserta daun salam dan jeruk', 'tumis sampai harum dan kecoklatan', 'tuangkan air aduk bumbu, tambahkan santan', 'aduk lagi', 'tambahkan garam, penyedap dan gula', 'koreksi rasa', 'setelah rasa ok, masukan ayam dan telur', 'tunggu sampai ayam empuk', 'terakhir masukan kubis, tunggu sekitar 1 menit', 'angkat sajikan bisa ditaburi lagi bawang goreng', '']"
gulai ayam tahu,1/2 ekor ayam--5 pcs tahu--1 lt santan -+--secukupnya garam--secukupnya penyedap rasa--2 sachet diabetasol--bumbu pelengkap :--2 lembar daun jeruk--2 lembar daun salam--2 lembar daun kunyit--asam kandis (aku tidak pakai)--sesuai selera cabai rawit merah utuh--bumbu halus :--10-12 siung bawang merah--4 siung bawang putih--12 buah cabai merah--25 buah cabai rawit--seruas jahe--seruas kunyit--seruas lengkas--2 buah kemiri--2 batang sereh--1 sdt bumbu rendang--,"1) cuci ayam dan bumbu sampai bersih,lalu tiriskan.
2) tumis bumbu halus sampai harum lalu masukan daun salam,daun jeruk,daun kunyit lalu aduk-aduk.
3) masukan ayam lalu aduk dan beri garam dan penyedap.
4) masukan santan aduk aduk sampai mendidih,kemudian masukan tahu,cabai rawit utuh,lalu beri gula diabetasol lalu aduk kembali.
5) aduk terus kecilkan api sampai matang dan kuah mengental.
6) tes rasa jika sudah pas siap disajikan.",45,https://cookpad.com/id/resep/4045426-gulai-ayam-dan-tahu,tahu,23,"ayam, tahu, santan +, garam, penyedap, diabetasol, bumbu pelengkap, daun jeruk, daun salam, daun kunyit, asam kandis, cabai rawit merah utuh, bumbu halus, bawang merah, bawang putih, cabai merah, cabai rawit, jahe, kunyit, lengkas, kemiri, serai, bumbu rendang",6,"['1/2 ekor ayam', '5 pcs tahu', '1 lt santan -+', 'secukupnya garam', 'secukupnya penyedap rasa', '2 sachet diabetasol', '2 lembar daun jeruk', '2 lembar daun salam', '2 lembar daun kunyit', 'asam kandis (aku tidak pakai)', 'sesuai selera cabai rawit merah utuh', '10-12 siung bawang merah', '4 siung bawang putih', '12 buah cabai merah', '25 buah cabai rawit', 'seruas jahe', 'seruas kunyit', 'seruas lengkas', '2 buah kemiri', '2 batang sereh', '1 sdt bumbu rendang']","['cuci ayam dan bumbu sampai bersih,lalu tiriskan', 'tumis bumbu halus sampai harum lalu masukan daun salam,daun jeruk,daun kunyit lalu aduk-aduk', 'masukan ayam lalu aduk dan beri garam dan penyedap', 'masukan santan aduk aduk sampai mendidih,kemudian masukan tahu,cabai rawit utuh,lalu beri gula diabetasol lalu aduk kembali', 'aduk terus kecilkan api sampai matang dan kuah mengental', 'tes rasa jika sudah pas siap disajikan', '']"
gulai cumi isi tahu,"300 gr cumi--1 buah jeruk nipis--1 bungkus santan kara kecil--1 papan pete--bahan isi :--3 buah tahu putih--1 batang daun bawang--secukupnya garam, merica bubuk dan kaldu ayam bubuk--bumbu halus :--5 buah cabai merah--4 siung bawang merah--3 siung bawang putih--2 butir kemiri--3 cm kunyit--3 cm jahe--1/2 sdt merica--1/2 sdt ketumbar--secukupnya garam, gula dan kadu ayam bubuk--bumbu geprek :--4 cm lengkuas geprek--1 batang serai geprek--3 lembar daun salam--2 lembar daun jeruk--","1) bersihkan cumi, beri perasan jeruk nipis, diamkan 5 menit, cuci lagi cuminya, tiriskan.
2) haluskan tahu, bumbui lalu beri potongan daun bawang.
3) masukkan isian tahu kedalam cumi, sematkan menggunakan tusuk gigi supaya tidak bocor.
4) tumis bumbu halus, masukkan serai, lengkuas, daun salam dan daun jeruk. tambahkan pete.
5) beri air, santan, garam, gula dan kaldu ayam bubuk, aduk rata. masak hingga mendidih, masukkan cuminya.
6) masak hingga matang, koreksi rasanya angkat dan sajikan",65,https://cookpad.com/id/resep/4231060-gulai-cumi-isi-tahu,tahu,23,"cumi, jeruk nipis, santan kara, papan pete, isi, tahu putih, batang daun bawang, garam, merica bubuk kaldu ayam bubuk, bumbu halus, cabai merah, bawang merah, bawang putih, kemiri, kunyit, jahe, merica, ketumbar, garam, gula kadu ayam bubuk, bumbu geprek, lengkuas, serai geprek, daun salam, daun jeruk",6,"['300 gr cumi', '1 buah jeruk nipis', '1 bungkus santan kara kecil', '1 papan pete', '3 buah tahu putih', '1 batang daun bawang', 'secukupnya garam, merica bubuk dan kaldu ayam bubuk', '5 buah cabai merah', '4 siung bawang merah', '3 siung bawang putih', '2 butir kemiri', '3 cm kunyit', '3 cm jahe', '1/2 sdt merica', '1/2 sdt ketumbar', 'secukupnya garam, gula dan kadu ayam bubuk', '4 cm lengkuas geprek', '1 batang serai geprek', '3 lembar daun salam', '2 lembar daun jeruk']","['bersihkan cumi, beri perasan jeruk nipis, diamkan 5 menit, cuci lagi cuminya, tiriskan', 'haluskan tahu, bumbui lalu beri potongan daun bawang', 'masukkan isian tahu kedalam cumi, sematkan menggunakan tusuk gigi supaya tidak bocor', 'tumis bumbu halus, masukkan serai, lengkuas, daun salam dan daun jeruk', 'tambahkan pete', 'beri air, santan, garam, gula dan kaldu ayam bubuk, aduk rata', 'masak hingga mendidih, masukkan cuminya', 'masak hingga matang, koreksi rasanya angkat dan sajikan']"
gulai daging,"1 kg sapi/kambing sudah siap masak--1 buah kelapa ambil santannya--1 bks bumbu gulai instant dr pasar--bumbu yang dihaluskan 1 :--15 btr bawang merah--6 btr bawang putih--bumbu halus 2 :--10 btr cabai merah buang bijinya (agar kuah merah)--1/2 sdt merica--2 sdm ketumbar--1 sdt jinten--1 ruas kunyit--1/2 jari jahe--1/2 sdt adas manis--bumbu lain :--1 btg daun kunyit--3 lbr daun jeruk, iris halus--2 sereh peprek--2 salam--1 ruas jari laos peprek--4 kapulaga--10 cengkeh--1/2 jari kayu manis--","1) tumis bumbu halus 1 hingga wangi, kemudian masukkan bumbu halus 2 dan bumbu instant dari pasar, masak hingga wangi.
2) setelah matang masukkan daging dan bumbu yang lain, masak hingga air daging habis, masukkan santan.
3) masak sambil di aduk agar santan tidak pecah, setelah santan mendidih kecilkan api, dan masak dengan sesekali di aduk hingga daging empuk dan kuah berminyak. bila daging belum empuk tambahkan air panas.
4) catatan : bila ingin kuah gulai berminyak dan merah (seperti photo) masak sampai kuah hampir habis dan keluar minyak, kemudian baru tambahkan air panas sesuai jumlah kuah yang di inginkan, didihkan, koreksi rasa. matikan kompor..",10,https://cookpad.com/id/resep/2779929-gulai-daging-2,kambing,23,"sapi kambing masak, kelapa ambil santannya, bumbu gulai instant, bumbu dihaluskan, bawang merah, bawang putih, bumbu halus, cabai merah buang bijinya kuah merah, merica, ketumbar, jinten, kunyit, jahe, adas, bumbu, btg daun kunyit, daun jeruk, halus, serai peprek, salam, laos peprek, kapulaga, cengkeh, kayu manis",4,"['1 kg sapi/kambing sudah siap masak', '1 buah kelapa ambil santannya', '1 bks bumbu gulai instant dr pasar', 'bumbu yang dihaluskan 1', '15 btr bawang merah', '6 btr bawang putih', 'bumbu halus 2', '10 btr cabai merah buang bijinya (agar kuah merah)', '1/2 sdt merica', '2 sdm ketumbar', '1 sdt jinten', '1 ruas kunyit', '1/2 jari jahe', '1/2 sdt adas manis', '1 btg daun kunyit', '3 lbr daun jeruk, iris halus', '2 sereh peprek', '2 salam', '1 ruas jari laos peprek', '4 kapulaga', '10 cengkeh', '1/2 jari kayu manis']","['tumis bumbu halus 1 hingga wangi, kemudian masukkan bumbu halus 2 dan bumbu instant dari pasar, masak hingga wangi', 'setelah matang masukkan daging dan bumbu yang lain, masak hingga air daging habis, masukkan santan', 'masak sambil di aduk agar santan tidak pecah, setelah santan mendidih kecilkan api, dan masak dengan sesekali di aduk hingga daging empuk dan kuah berminyak', 'bila daging belum empuk tambahkan air panas', 'catatan : bila ingin kuah gulai berminyak dan merah (seperti photo) masak sampai kuah hampir habis dan keluar minyak, kemudian baru tambahkan air panas sesuai jumlah kuah yang di inginkan, didihkan, koreksi rasa', 'matikan kompor']"
gulai daging tahu,10 potong tahu putih di goreng--1/2 kg daging--500 ml santan kental--4 lembar daun salam--5 lembar daun jeruk--minyak goreng secukupnya untuk menumis--secukupnya garam--penyedap rasa--’¥bumbu halus:--5 buah cabai merah besar--5 buah lombok keriting--5 siung bawang putih--7 siung bawang merah--kunyit seruas jari--jahe seruas jari--1 sdt jintan--1 sdt ketumbar--1/2 sdt pala--1/2 sdt lada--,"1) rebus daging hingga empuk dan air menyusut
2) haluskan bumbu dan tumis hingga harum
3) masukan bumbu ke dalam rebusan daging yang telah empuk
4) tambahkan air santan perasan ke dua dan masukan daun salam, daun jeruk. didihkan.
5) masukan santan pertama. aduk2 agar santan tidak pecah. tambahkan garam, gula, dan penyedap rasa.
6) koreksi rasa, masukan tahu goreng yang sudah di belah 2 membentuk segitiga. rebus sebentar. matikan api. gulai siap di sajikan.",10,https://cookpad.com/id/resep/4448356-gulai-daging-tahu,tahu,19,"potong tahu putih goreng, daging, santan kental, daun salam, daun jeruk, minyak goreng menumis, garam, penyedap, bumbu halus, cabai merah, lombok keriting, bawang putih, bawang merah, kunyit, jahe, jinten, ketumbar, pala, lada",6,"['10 potong tahu putih di goreng', '1/2 kg daging', '500 ml santan kental', '4 lembar daun salam', '5 lembar daun jeruk', 'minyak goreng secukupnya untuk menumis', 'secukupnya garam', 'penyedap rasa', '5 buah cabai merah besar', '5 buah lombok keriting', '5 siung bawang putih', '7 siung bawang merah', 'kunyit seruas jari', 'jahe seruas jari', '1 sdt jintan', '1 sdt ketumbar', '1/2 sdt pala', '1/2 sdt lada']","['rebus daging hingga empuk dan air menyusut', 'haluskan bumbu dan tumis hingga harum', 'masukan bumbu ke dalam rebusan daging yang telah empuk', 'tambahkan air santan perasan ke dua dan masukan daun salam, daun jeruk', 'didihkan', 'masukan santan pertama', 'aduk2 agar santan tidak pecah', 'tambahkan garam, gula, dan penyedap rasa', 'koreksi rasa, masukan tahu goreng yang sudah di belah 2 membentuk segitiga', 'rebus sebentar', 'matikan api', 'gulai siap di sajikan', '']"
gulai iga kambing,"400 gr iga kambing--400 gr kambing--1500 ml air--400 ml santan kental--1 cm lengkuas, memarkan--1 batang serai memarkan--2 lembar daun salam--2 lembar daun jeruk--4 butir cengkeh--3 butir kapulaga--3 cm kayu manis--secukupnya gula dan garam--bumbu halus:--80 gr bawang merah, sekitar 7-9buah ukuran kecil--4 siung bawang putih--2 buah cabai merah besar--4 buah kemiri--1 sdt ketumbar--1 sdt lada bubuk--1/4 sdt pala bubuk--1 cm kunyit--","1) siapkan semua bahan, cuci bersih iga dan kambing, potong-potong lalu presto selama 25menit. sisihkan
2) haluskan bumbu, tumis bumbu halus masukkan serai, cengkeh, kapulaga, kayu manis, daun salam, daun jeruk, lengkuas. masukkan iga dan daging presto tuang air kaldu (ambil 800ml saja) tambahkan santan kental, garam dan gula. aduk sampai matang. angkat
3) sajikan",15,https://cookpad.com/id/resep/320653-gulai-iga-kambing,kambing,21,"iga kambing, kambing, air, santan kental, lengkuas, memarkan, serai, daun salam, daun jeruk, cengkeh, kapulaga, kayu manis, gula garam, bumbu halus, bawang merah, bawang putih, cabai merah, kemiri, ketumbar, lada, pala, kunyit",3,"['400 gr iga kambing', '400 gr kambing', '1500 ml air', '400 ml santan kental', '1 cm lengkuas, memarkan', '1 batang serai memarkan', '2 lembar daun salam', '2 lembar daun jeruk', '4 butir cengkeh', '3 butir kapulaga', '3 cm kayu manis', 'secukupnya gula dan garam', '80 gr bawang merah, sekitar 7-9buah ukuran kecil', '4 siung bawang putih', '2 buah cabai merah besar', '4 buah kemiri', '1 sdt ketumbar', '1 sdt lada bubuk', '1/4 sdt pala bubuk', '1 cm kunyit']","['siapkan semua bahan, cuci bersih iga dan kambing, potong-potong lalu presto selama 25menit', 'sisihkan', 'haluskan bumbu, tumis bumbu halus masukkan serai, cengkeh, kapulaga, kayu manis, daun salam, daun jeruk, lengkuas', 'masukkan iga dan daging presto tuang air kaldu (ambil 800ml saja) tambahkan santan kental, garam dan gula', 'aduk sampai matang', 'angkat', 'sajikan']"
gulai ikan kakap,"1/2 kg kakap--1 buah jeruk nipis--1 batang serai, geprek--5 lembar daun jeruk, buang tangkainya--sedikit asam jawa--1 sct santan instan--garam--gula merah, gula pasir--1 ikat kemangi--ºbumbu halus:--5 bawang merah--2 bawang putih--3 butir kemiri--7 cabai rawit--1 kunyit--sejumput merica--","1) cuci bersih ikan kakap lalu lumuri dengan perasan jeruk nipis dan garam. biarkan beberapa saat
2) siapkan bumbu. ulek bumbu halus sesuai resep di atas. lalu tumis hingga harum. masukkan serai, lengkuas dan daun jeruk lalu tambahkan segelas air. didihkan
3) tambahkan asam jawa (bisa airnya saja), garam dan gula. beri beberapa cabai rawit utuh jika suka.
4) masukkan santan sambil terus diaduk hingga mendidih
5) masukkan kakap yang telah dibilas air. tunggu hingga matang.
6) menjelang diangkat, tambahkan kemangi. koreksi rasa. gulai ikan kakap siap dihidangkan.",13,https://cookpad.com/id/resep/4037527-gulai-ikan-kakap,ikan,16,"kakap, jeruk nipis, serai, geprek, daun jeruk, buang tangkainya, asam jawa, sct santan instan, garam, gula merah, gula pasir, kemangi, bumbu halus, bawang merah, bawang putih, kemiri, cabai rawit, kunyit, sejumput merica",6,"['1/2 kg kakap', '1 buah jeruk nipis', '1 batang serai, geprek', '5 lembar daun jeruk, buang tangkainya', 'sedikit asam jawa', '1 sct santan instan', 'garam', 'gula merah, gula pasir', '1 ikat kemangi', '5 bawang merah', '2 bawang putih', '3 butir kemiri', '7 cabai rawit', '1 kunyit', 'sejumput merica']","['cuci bersih ikan kakap lalu lumuri dengan perasan jeruk nipis dan garam', 'biarkan beberapa saat', 'siapkan bumbu', 'ulek bumbu halus sesuai resep di atas', 'lalu tumis hingga harum', 'masukkan serai, lengkuas dan daun jeruk lalu tambahkan segelas air', 'didihkan', 'tambahkan asam jawa (bisa airnya saja), garam dan gula', 'beri beberapa cabai rawit utuh jika suka', 'masukkan santan sambil terus diaduk hingga mendidih', 'masukkan kakap yang telah dibilas air', 'tunggu hingga matang', 'menjelang diangkat, tambahkan kemangi', 'koreksi rasa', 'gulai ikan kakap siap dihidangkan', '']"
gulai ikan mas,"500 gr ikan mas segar--1 santan instan 65 ml (cari yang praktis)--bumbu halus :--4 siung bawang merah--1 siung bawang putih--1/2 sdt kunyit bubuk--1 sdt ketumbar bubuk--secukupnya garam, gula pasir, penyedap rasa--pelengkap :--1 cm jahe (keprek)--1 cm lengkuas (keprek)--2 lembar daun salam--2 lembar daun jeruk--","1) bersihkan ikan, potong sesuai selera, beti perasan jeruk nipis, diamkan 15 menit. cuci kembali sampai bersih
2) tumis bumbu halus, masukan pelengkap sampai harum..beri secukupnya air, masukan ikan, diamkan sampai air mendidih dan bumbu meresap
3) tambahkan santan, masak sampai mendidih (saat masukan santan, kecilkan api supaya santan tdk pecah)
4) matikan api, gulai ikan siap dihidangkan
5) selamat mencoba",17,https://cookpad.com/id/resep/4025407-gulai-ikan-mas-%f0%9f%98%98,ikan,13,"ikan mas segar, santan instan cari praktis, bumbu halus, bawang merah, bawang putih, kunyit, biji ketumbar, garam, gula pasir, penyedap, pelengkap, jahe keprek, lengkuas keprek, daun salam, daun jeruk",5,"['500 gr ikan mas segar', '1 santan instan 65 ml (cari yang praktis)', '4 siung bawang merah', '1 siung bawang putih', '1/2 sdt kunyit bubuk', '1 sdt ketumbar bubuk', 'secukupnya garam, gula pasir, penyedap rasa', '1 cm jahe (keprek)', '1 cm lengkuas (keprek)', '2 lembar daun salam', '2 lembar daun jeruk']","['bersihkan ikan, potong sesuai selera, beti perasan jeruk nipis, diamkan 15 menit', 'cuci kembali sampai bersih', 'tumis bumbu halus, masukan pelengkap sampai harumberi secukupnya air, masukan ikan, diamkan sampai air mendidih dan bumbu meresap', 'tambahkan santan, masak sampai mendidih (saat masukan santan, kecilkan api supaya santan tdk pecah)', 'matikan api, gulai ikan siap dihidangkan', 'selamat mencoba']"
