recipe_name,ingredients_raw,steps,love_count,url,category,total_ingredients,ingredients_cleaned,total_steps,ingredients_clean,steps_clean
kroket kentang sapi,"100 gr sapi cincang--1 kg kentang--6 buah wortel ukuran sedang, potong kotak2 kecil lalu rebus--200 ml susu cair full cream--1/2 buah bawang bombay iris tipis--2 buah bawang putih geprek lalu cincang kasar--1/2 sdt pala bubuk--1/2 sdt garam--1 sdt gula pasir--1/2 sdt merica--secukupnya tepung panir--2 butir telur ayam, kocok lepas--secukupnya daun sledri--","1) kupas kentang lalu rebus sampai matang. setelah matang diamkan sebentar lalu goreng sebentar saja jangan terlalu kering.
2) haluskan kentang hingga halus.
3) tumis bawang bombay, bawang putih sampai harum dan layu. lalu masukkan daging cincang, masak sampai matang. setelah daging matang masukkan wortel yang sudah rebus. aduk rata.
4) setelah itu masukkan susu cair, garam, gula,merica dan pala bubuk. aduk rata, masak sebentar sampai air menyusut. lalu masukkan kentang yang sudah dihaluskan td. setelah semua tercampur masukkan daun sledri. jangan lupa tes rasa ya! jika adonan sudah rata, matikan kompor dan diamkan sampai adonan mulai dingin.
5) ambil adonan sebanyak kurang lbuah 1 sendok makan lalu bentuk lonjong dan padatkan dengan tangan. lakukan sampai adonan habis.
6) setelah itu celupkan adonan yang sudah dibentuk tadi ke dalam telur kocok.
7) lalu balurkan tepung panir sambil ditekan-tekan agar adonan padat. lakukan sampai adonan habis.
8) taraaaaa....kroket sudah jadi dan siap di goreng.
9) goreng dalam minyak panas dan banyak ya (deep fry). sajikan dengan saus sambal dan mayonaise, endeeessss banget!
10) selamat mencoba!",36,https://cookpad.com/id/resep/3968871-kroket-kentang-daging-sapi,sapi,13,"sapi cincang, kentang, wortel, potong kotak rebus, susu cair full cream, bawang bombay tipis, bawang putih geprek cincang kasar, pala, garam, gula pasir, merica, tepung panir, telur ayam, kocok lepas, daun sledri",10,"['100 gr sapi cincang', '1 kg kentang', '6 buah wortel ukuran sedang, potong kotak2 kecil lalu rebus', '200 ml susu cair full cream', '1/2 buah bawang bombay iris tipis', '2 buah bawang putih geprek lalu cincang kasar', '1/2 sdt pala bubuk', '1/2 sdt garam', '1 sdt gula pasir', '1/2 sdt merica', 'secukupnya tepung panir', '2 butir telur ayam, kocok lepas', 'secukupnya daun sledri']","['kupas kentang lalu rebus sampai matang', 'setelah matang diamkan sebentar lalu goreng sebentar saja jangan terlalu kering', 'haluskan kentang hingga halus', 'tumis bawang bombay, bawang putih sampai harum dan layu', 'lalu masukkan daging cincang, masak sampai matang', 'setelah daging matang masukkan wortel yang sudah rebus', 'aduk rata', 'setelah itu masukkan susu cair, garam, gula,merica dan pala bubuk', 'aduk rata, masak sebentar sampai air menyusut', 'lalu masukkan kentang yang sudah dihaluskan td', 'setelah semua tercampur masukkan daun sledri', 'jangan lupa tes rasa ya! jika adonan sudah rata, matikan kompor dan diamkan sampai adonan mulai dingin', 'ambil adonan sebanyak kurang lbuah 1 sendok makan lalu bentuk lonjong dan padatkan dengan tangan', 'lakukan sampai adonan habis', 'setelah itu celupkan adonan yang sudah dibentuk tadi ke dalam telur kocok', 'lalu balurkan tepung panir sambil ditekan-tekan agar adonan padat', 'lakukan sampai adonan habis', 'taraaaaakroket sudah jadi dan siap di goreng', 'goreng dalam minyak panas dan banyak ya (deep fry)', 'sajikan dengan saus sambal dan mayonaise, endeeessss banget!', 'selamat mencoba!']"
kuah bakso sapi,14 buah bakso sapi siap makan (frozen food)--1/2 batang daun bawang--1 batang daun seledri--secukupnya bawang goreng--3 buah bawang putih besar--sesuai selera merica bubuk--sesuai selera garam--1 butir kemiri--1 papan mie merek cap 2 ayam--,"1) haluskan bawang putih, kemiri, garam dan lada
2) tumis bumbu halus sampai wangi, lalu tiriskan
3) masak air di dalam panci sampai mendidih, lalu masukkan bumbu halus, tambahkan garam gula dan merica bubuk lagi jika dirasa masih kurang pas
4) masukkan bakso sapi siap makn ke dalam panci, daun bawang dan seledri, masak sebentar
5) sajikan di mangkuk selagi hangat, ditambah dengan mie kuning rebus, bawang goreng dan sambal sebagai pelengkap",72,https://cookpad.com/id/resep/3643968-kuah-bakso-sapi-ala-rumahan,sapi,9,"bakso sapi makan frozen food, batang daun bawang, batang daun seledri, bawang goreng, bawang putih, merica bubuk, garam, kemiri, papan mie merek cap ayam",5,"['14 buah bakso sapi siap makan (frozen food)', '1/2 batang daun bawang', '1 batang daun seledri', 'secukupnya bawang goreng', '3 buah bawang putih besar', 'sesuai selera merica bubuk', 'sesuai selera garam', '1 butir kemiri', '1 papan mie merek cap 2 ayam']","['haluskan bawang putih, kemiri, garam dan lada', 'tumis bumbu halus sampai wangi, lalu tiriskan', 'masak air di dalam panci sampai mendidih, lalu masukkan bumbu halus, tambahkan garam gula dan merica bubuk lagi jika dirasa masih kurang pas', 'masukkan bakso sapi siap makn ke dalam panci, daun bawang dan seledri, masak sebentar', 'sajikan di mangkuk selagi hangat, ditambah dengan mie kuning rebus, bawang goreng dan sambal sebagai pelengkap']"
kulit ayam crispy,200 gr kulit ayam yang sudah dibersihkan dan dipotong sesuai selera--bahan bumbu basah--50 gr tepung terigu--secukupnya lada--secukupnya royco rasa ayam--secukupnya air dingin--bahan bumbu kering--200 gr tepung terigu--secukupnya royco rasa ayam--minyak untuk menggoreng--,"1) campurkan bahan bumbu basah hingga agak kental
2) masukan potongan kulit ayam kedalam bumbu basah dan diamkan kurang lebih 15 menit
3) setelah itu siapkan bumbu kering yang sudah kita aduk dengan royco rasa ayam,ambil kulit ayam yang sudah direndam dalam bumbu basah satu persatu
4) masukan kedalam bumbu kering sambil kita tekan tekan dengan tangan agar menyatu tepung bumbu kering dengan kulit ayam
5) ditekan sampai rata jangan tertinggal bagian kulit yang tergulung itu juga dibuka dan ditekan
6) panas kan minyak,lalu goreng, hasilnya ehmmm krispiiii
7) selamat mencoba moms,semoga tidak ribet",15,https://cookpad.com/id/resep/4398541-kulit-ayam-krispi-anti-gagal,ayam,10,"kulit ayam dibersihkan dipotong, bumbu basah, tepung terigu, lada, royco ayam, air dingin, bumbu kering, tepung terigu, royco ayam, minyak",7,"['200 gr kulit ayam yang sudah dibersihkan dan dipotong sesuai selera', 'bahan bumbu basah', '50 gr tepung terigu', 'secukupnya lada', 'secukupnya royco rasa ayam', 'secukupnya air dingin', 'bahan bumbu kering', '200 gr tepung terigu', 'secukupnya royco rasa ayam', 'minyak untuk menggoreng']","['campurkan bahan bumbu basah hingga agak kental', 'masukan potongan kulit ayam kedalam bumbu basah dan diamkan kurang lebih 15 menit', 'setelah itu siapkan bumbu kering yang sudah kita aduk dengan royco rasa ayam,ambil kulit ayam yang sudah direndam dalam bumbu basah satu persatu', 'masukan kedalam bumbu kering sambil kita tekan tekan dengan tangan agar menyatu tepung bumbu kering dengan kulit ayam', 'ditekan sampai rata jangan tertinggal bagian kulit yang tergulung itu juga dibuka dan ditekan', 'panas kan minyak,lalu goreng, hasilnya ehmmm krispiiii', 'selamat mencoba moms,semoga tidak ribet']"
kupat tahu kulonprogo,"bahan kuah:--50 grm gula merah--7 siung bawang putih, kupas n cuci bersih--secukupnya cabai rawit merah cuci bersih--secukupnya asam jawa,buang bijinya--secukupnya kecap manis--secukupnya garam--secukupnya air--pelengkap:--secukupnya kupat--secukupnya tauge pendek, cuci n rebus sebentar, tdk sampai matang--secukupnya kubis yang sudah diiris,cuci n rebus,tdk sampai matang--secukupnya tahu goreng--secukupnya tempe goreng--","1) buat kuah:ulek gula merah, bawang putih, cabai hingga lembut setelah itu tambahkan asam jawa, kecap manis n garam juga air...
2) tiriskan tauge juga kubis yang sudah di rebus
3) racik bahan pelengkapnya n siram dengan kuah",16,https://cookpad.com/id/resep/4340390-kupat-tahu-kulonprogo,tahu,14,"kuah, gula merah, bawang putih, kupas n, cabai rawit merah, asam jawa, buang bijinya, kecap manis, garam, air, pelengkap, kupat, tauge pendek, n rebus sebentar, tdk sampai matang, kubis diiris, n rebus, tdk sampai matang, tahu goreng, tempe goreng",5,"['50 grm gula merah', '7 siung bawang putih, kupas n cuci bersih', 'secukupnya cabai rawit merah cuci bersih', 'secukupnya asam jawa,buang bijinya', 'secukupnya kecap manis', 'secukupnya garam', 'secukupnya air', 'secukupnya kupat', 'secukupnya tauge pendek, cuci n rebus sebentar, tdk sampai matang', 'secukupnya kubis yang sudah diiris,cuci n rebus,tdk sampai matang', 'secukupnya tahu goreng', 'secukupnya tempe goreng']","['buat kuah:ulek gula merah, bawang putih, cabai hingga lembut setelah itu tambahkan asam jawa, kecap manis n garam juga air', 'tiriskan tauge juga kubis yang sudah di rebus', 'racik bahan pelengkapnya n siram dengan kuah']"
labu siam udang,1 buah labu siam (400 gr)ã‹potong korek api--1 butir telur--8 ekor udang kupas--5 bawang merahã‹iris tipis--4 bawang putihã‹iris tipis--4 cabai rawitã‹iris tipis--1 sdt saus tiram--300 ml air--1/4 sdt garam--1/2 sdt gula--1/2 sdt lada--1/2 sdt kaldu jamur totole--,"1) panaskan 2 sdm minyak di wajantumis bawang putih dan merah hingga wangiberi telurtumis telur orak arik hingga matangberi udang dan cabetumis hingga udang berubah warnaberi labu, saus tiram, garam, gula, lada, dan totoleaduk rata, masak hingga labu empuk selama 8 menitkoreksi rasaiangkat",31,https://cookpad.com/id/resep/3845125-labu-siam-udang-ala-momo%f0%9f%98%8b,udang,12,"labu siam potong korek api, telur, udang kupas, bawang merahiris tipis, bawang putihiris tipis, cabai rawitiris tipis, saus tiram, air, garam, gula, lada, kaldu jamur totole",1,"['1 buah labu siam (400 gr)ã‹potong korek api', '1 butir telur', '8 ekor udang kupas', '5 bawang merahã‹iris tipis', '4 bawang putihã‹iris tipis', '4 cabai rawitã‹iris tipis', '1 sdt saus tiram', '300 ml air', '1/4 sdt garam', '1/2 sdt gula', '1/2 sdt lada', '1/2 sdt kaldu jamur totole']","['panaskan 2 sdm minyak di wajantumis bawang putih dan merah hingga wangiberi telurtumis telur orak arik hingga matangberi udang dan cabetumis hingga udang berubah warnaberi labu, saus tiram, garam, gula, lada, dan totoleaduk rata, masak hingga labu empuk selama 8 menitkoreksi rasaiangkat']"
lapis daging bumbu kecap,"250 gr sapi/kambing, potong-potong--3 lembar daun salam--2 lembar daun jeruk--5 cm laos geprek--2 sdm kecap manis--â˜bumbu halus--3 siung bawang putih--3 siung bawang merah--5 buah kemiri sangrai--1/4 sdt pala bubuk--1/2 sdt merica--secukupnya gula, garam, dan kaldu bubuk--","1) tumis bumbu halus di panci presto hingga harum... masukkan daun jeruk, salam, laos dan kecap manis, masak hingga harum.
2) masukkan daging, tambahkan air secukupnya. tutup presto dan proses selama 30 menit.",13,https://cookpad.com/id/resep/3271711-lapis-daging-bumbu-kecap-kitaberbagi,kambing,12,"sapi kambing, potong potong, daun salam, daun jeruk, laos geprek, kecap manis, bumbu halus, bawang putih, bawang merah, kemiri, pala, merica, gula, garam, kaldu bubuk",2,"['250 gr sapi/kambing, potong-potong', '3 lembar daun salam', '2 lembar daun jeruk', '5 cm laos geprek', '2 sdm kecap manis', 'â˜bumbu halus', '3 siung bawang putih', '3 siung bawang merah', '5 buah kemiri sangrai', '1/4 sdt pala bubuk', '1/2 sdt merica', 'secukupnya gula, garam, dan kaldu bubuk']","['tumis bumbu halus di panci presto hingga harum', 'masukkan daun jeruk, salam, laos dan kecap manis, masak hingga harum', 'masukkan daging, tambahkan air secukupnya', 'tutup presto dan proses selama 30 menit', '']"
lapis sapi,"750 sapi (khas dalam)--3 lembar daun salam--5 lembar daun jeruk--2 batang serai, memarkan--1 cm kayumanis--2 butir cengkih--1 sdm gula merah, sisir--1 sdm air asam jawa--3 sdm kecap manis--secukupnya garam--750 ml air (boleh tambah bila daging belum empuk)--bumbu halus:--10 butir bawang merah--6 siung bawang putih--2 cabai merah, buang biji--1 jempol lengkuas muda--4 cm kunyit--1 sdm ketumbar sangrai--5 butir kemiri, goreng--1/4 buah pala--1/2 sdt merica butiran--","1) tumis bumbu halus sampai wangi, masukkan daun salam, serai, daun jeruk, cengkih, kayumanis, aduk rata, masukkan daging, aduk2 sampai berubah warna.
2) setelah daging berubah warna bumbui garam, gula merah, air asam & kecap manis, aduk sampai rata lalu tuangi air, masak sampai daging empuk dan bumbu meresap, angkat dan sajikan.",342,https://cookpad.com/id/resep/4388878-lapis-daging-sapi,sapi,21,"sapi khas, daun salam, daun jeruk, serai, memarkan, kayu manis, cengkeh, gula merah, sisir, asam jawa, kecap manis, garam, air daging empuk, bumbu halus, bawang merah, bawang putih, cabai merah, buang biji, jempol lengkuas muda, kunyit, biji ketumbar, kemiri, goreng, pala, merica butiran",2,"['750 sapi (khas dalam)', '3 lembar daun salam', '5 lembar daun jeruk', '2 batang serai, memarkan', '1 cm kayumanis', '2 butir cengkih', '1 sdm gula merah, sisir', '1 sdm air asam jawa', '3 sdm kecap manis', 'secukupnya garam', '750 ml air (boleh tambah bila daging belum empuk)', '10 butir bawang merah', '6 siung bawang putih', '2 cabai merah, buang biji', '1 jempol lengkuas muda', '4 cm kunyit', '1 sdm ketumbar sangrai', '5 butir kemiri, goreng', '1/4 buah pala', '1/2 sdt merica butiran']","['tumis bumbu halus sampai wangi, masukkan daun salam, serai, daun jeruk, cengkih, kayumanis, aduk rata, masukkan daging, aduk2 sampai berubah warna', 'setelah daging berubah warna bumbui garam, gula merah, air asam dan kecap manis, aduk sampai rata lalu tuangi air, masak sampai daging empuk dan bumbu meresap, angkat dan sajikan', '']"
lele bumbu bali,1/2 kg lele--bumbu yang dihaluskan:--8 bawang merah--6 bawang putih--1 tomat--1 cm lengkuas--2 lembar salam--1 lembar daun jeruk--4 buah cabai merah--3 buah cabai rawit--2 cm jahe--4 kemiri--secukupnya garam--secukupnya motto--secukupnya kaldu bubuk--2 sdm kecap--5 cabai rawit utuh--,"1) cuci lele n n bersihkan lele lalu keratkan
2) goreng lele hingga kuning kecoklatan angkat n tiriskan
3) tumis bumbu yang dihaluskan, masukan garam, motto,gula,aduk rata setelah mendidih tambahkan air n masukkan lele yang sudah digoreng n aduk rata dengan bumbunya tambahkan kecap manis n aduk rata,masukkan tomat yang diiris n cabai rawit utuhan
4) jika lele sudah matang angkat kedalam mangkok n siap disajikan
5) selamat mencoba",18,https://cookpad.com/id/resep/4022752-lele-bumbu-bali,ikan,17,"lele, bumbu dihaluskan, bawang merah, bawang putih, tomat, lengkuas, salam, daun jeruk, cabai merah, cabai rawit, jahe, kemiri, garam, motto, kaldu bubuk, kecap, cabai rawit utuh",5,"['1/2 kg lele', '8 bawang merah', '6 bawang putih', '1 tomat', '1 cm lengkuas', '2 lembar salam', '1 lembar daun jeruk', '4 buah cabai merah', '3 buah cabai rawit', '2 cm jahe', '4 kemiri', 'secukupnya garam', 'secukupnya motto', 'secukupnya kaldu bubuk', '2 sdm kecap', '5 cabai rawit utuh']","['cuci lele n n bersihkan lele lalu keratkan', 'goreng lele hingga kuning kecoklatan angkat n tiriskan', 'tumis bumbu yang dihaluskan, masukan garam, motto,gula,aduk rata setelah mendidih tambahkan air n masukkan lele yang sudah digoreng n aduk rata dengan bumbunya tambahkan kecap manis n aduk rata,masukkan tomat yang diiris n cabai rawit utuhan', 'jika lele sudah matang angkat kedalam mangkok n siap disajikan', 'selamat mencoba']"
lele goreng,"4 ekor lele, cuci bersih--1/2 sdt cuka masak--secukupnya tepung bumbu serbaguna--sedikit air--bumbu halus:--3 siung bawang putih--3 ruas kunyit--2 butir kemiri sangrai--1 sdm ketumbar bubuk sangrai--secukupnya garam--","1) rendam lele dengan bumbu halus yang sudah diberi air dan cuka kurang lebih 15-30 menit
2) sesaat sblm digoreng, taburi tepung bumbu lalu ratakan
3) goreng dlm minyak banyak yang sudah panas dengan api sedang, goreng hingga kecoklatan
4) angkat, sajikan",87,https://cookpad.com/id/resep/4208002-lele-goreng,ikan,10,"lele, cuka masak, tepung bumbu, air, bumbu halus, bawang putih, kunyit, kemiri, biji ketumbar sangrai, garam",4,"['4 ekor lele, cuci bersih', '1/2 sdt cuka masak', 'secukupnya tepung bumbu serbaguna', 'sedikit air', '3 siung bawang putih', '3 ruas kunyit', '2 butir kemiri sangrai', '1 sdm ketumbar bubuk sangrai', 'secukupnya garam']","['rendam lele dengan bumbu halus yang sudah diberi air dan cuka kurang lebih 15-30 menit', 'sesaat sblm digoreng, taburi tepung bumbu lalu ratakan', 'goreng dlm minyak banyak yang sudah panas dengan api sedang, goreng hingga kecoklatan', 'angkat, sajikan']"
lele kemangi pedas,1 kg lele--5 cabai merah--10 cabai rawit--5 siung bawang merah--6 siung bawang putih--1 ruas jahe--1 ruas kunyit--seikat kemangi--2 buah tomat--secukupnya gula garam--,"1) cuci bersih lele, buang kepalanya, goreng hingga matang. sisihkan
2) goreng duo bawang + duo cabai + kunyit dan jahe lalu haluskan,
3) tumis bumbu yang telah dihaluskan, tambahkan tomat yang telah dipotong-potong, tambahkan gula garam secukupnya.
4) tambah sedikit air, masukkan lele dan kemangi, aduk sebentar dan siap disajikan bersama nasi hangat.",34,https://cookpad.com/id/resep/4346993-lele-masak-kemangi-pedas,ikan,10,"lele, cabai merah, cabai rawit, bawang merah, bawang putih, jahe, kunyit, kemangi, tomat, gula garam",4,"['1 kg lele', '5 cabai merah', '10 cabai rawit', '5 siung bawang merah', '6 siung bawang putih', '1 ruas jahe', '1 ruas kunyit', 'seikat kemangi', '2 buah tomat', 'secukupnya gula garam']","['cuci bersih lele, buang kepalanya, goreng hingga matang', 'sisihkan', 'goreng duo bawang + duo cabai + kunyit dan jahe lalu haluskan,', 'tumis bumbu yang telah dihaluskan, tambahkan tomat yang telah dipotong-potong, tambahkan gula garam secukupnya', 'tambah sedikit air, masukkan lele dan kemangi, aduk sebentar dan siap disajikan bersama nasi hangat', '']"
lele kuah kuning,"4 ekor lele--santan cair--santan kental--ketumbar bubuk--lada bubuk--bumbu halus :--5 btr bawang merah--2 btr bawang putih--5 cabai merah kriting--1 ruas kunyit--3 kemiri--bahan pelengkap :--1 ruas jahe--2 lmbr daun salam--2 lmbr daun jeruk--10 cabai rawit goreng dlu jikao suka pedas (optional)--gula,garam--sedikit penyedap rasa--","1) bersihkan lele lalu fillet taburi ketumbar bubuk,garam,lada diamkan sebentar. goreng sampai kering
2) haluskan bumbu halus,lalu tumis minyak sedikit jika sudah wangi masukan sedikit air terus salam,jahe,cabai rawit goreng, lele aduk biar meresap k daging lle.
3) lalu tuang santan cair bila sudah mendidih baru masukan santal kental,tmbah gula garam koreksi rasa rasa..dan selamat makan.....",14,https://cookpad.com/id/resep/4032369-lele-kuah-kuning,ikan,18,"lele, santan cair, santan kental, biji ketumbar, lada, bumbu halus, bawang merah, bawang putih, cabai merah kriting, kunyit, kemiri, pelengkap, jahe, daun salam, daun jeruk, cabai rawit goreng dlu jikao suka pedas, gula, garam, penyedap",3,"['4 ekor lele', 'santan cair', 'santan kental', 'ketumbar bubuk', 'lada bubuk', '5 btr bawang merah', '2 btr bawang putih', '5 cabai merah kriting', '1 ruas kunyit', '3 kemiri', '1 ruas jahe', '2 lmbr daun salam', '2 lmbr daun jeruk', '10 cabai rawit goreng dlu jikao suka pedas (optional)', 'gula,garam', 'sedikit penyedap rasa']","['bersihkan lele lalu fillet taburi ketumbar bubuk,garam,lada diamkan sebentar', 'goreng sampai kering', 'haluskan bumbu halus,lalu tumis minyak sedikit jika sudah wangi masukan sedikit air terus salam,jahe,cabai rawit goreng, lele aduk biar meresap k daging lle', 'lalu tuang santan cair bila sudah mendidih baru masukan santal kental,tmbah gula garam koreksi rasa rasadan selamat makan', '']"
lontong kikil kaki kambing,"500 g kaki kambing--daun bawang--jeruk nipis--bawang goreng--7 lembar daun jeruk (sobek2)--4 lembar daun salam (sobek2)--3 batang serai (geprek)--3 ruas lengkuas (geprek)--1/2 ons kacang tanah goreng--bumbu halus :--15 siung bawang merah--10 siung bawang putih--10 butir kemiri sangrai--4 ruas kunyit (bakar)--3 ruas jahe--3 ruas temu kunci--3 ruas kencur--1 sendok ketumbar sangrai--10 cabai merah besar--1 sendok jintan--secukupnya gula, garam, penyedap rasa, merica--","1) bersihkan kaki kambing, bakar sebentar untuk menghilangkan bulu-bulunya, cuci bersih kemudian potong-potong
2) rebus kaki kambing dalam 2 lt air, kemudian buang air rebusan pertama biar kuah kikil tidak bau, ganti dengan air yang baru, masak hingga empuk, tambahkan air jika kikil belum empuk
3) haluskan semua bumbu halus
4) tumis bumbu halus, daun jeruk, daun salam, serai dan laos hingga harum dan matang
5) masukkan bumbu halus ke dalam kuah kikil yang sedang direbus, tambahkan gula, garam dan penyedap rasa, merica secukupnya
6) haluskan kacang tanah goreng, kemudian masukkan ke dalam kuah kikil yang masih direbus juga
7) potong-potong daun bawang, masukkan sesaat sebelum api dimatikan
8) sajikan dengan lontong, bawang goreng, irisan jeruk nipis, kecap dan sambal",10,https://cookpad.com/id/resep/3717876-lontong-kikil-kaki-kambing,kambing,21,"kaki kambing, daun bawang, jeruk nipis, bawang goreng, daun jeruk sobek, daun salam sobek, serai geprek, lengkuas, kacang tanah goreng, bumbu halus, bawang merah, bawang putih, kemiri, kunyit, jahe, temu kunci, kencur, biji ketumbar, cabai merah, jinten, gula, garam, penyedap, merica",8,"['500 g kaki kambing', 'daun bawang', 'jeruk nipis', 'bawang goreng', '7 lembar daun jeruk (sobek2)', '4 lembar daun salam (sobek2)', '3 batang serai (geprek)', '3 ruas lengkuas (geprek)', '1/2 ons kacang tanah goreng', '15 siung bawang merah', '10 siung bawang putih', '10 butir kemiri sangrai', '4 ruas kunyit (bakar)', '3 ruas jahe', '3 ruas temu kunci', '3 ruas kencur', '1 sendok ketumbar sangrai', '10 cabai merah besar', '1 sendok jintan', 'secukupnya gula, garam, penyedap rasa, merica']","['bersihkan kaki kambing, bakar sebentar untuk menghilangkan bulu-bulunya, cuci bersih kemudian potong-potong', 'rebus kaki kambing dalam 2 lt air, kemudian buang air rebusan pertama biar kuah kikil tidak bau, ganti dengan air yang baru, masak hingga empuk, tambahkan air jika kikil belum empuk', 'haluskan semua bumbu halus', 'tumis bumbu halus, daun jeruk, daun salam, serai dan laos hingga harum dan matang', 'masukkan bumbu halus ke dalam kuah kikil yang sedang direbus, tambahkan gula, garam dan penyedap rasa, merica secukupnya', 'haluskan kacang tanah goreng, kemudian masukkan ke dalam kuah kikil yang masih direbus juga', 'potong-potong daun bawang, masukkan sesaat sebelum api dimatikan', 'sajikan dengan lontong, bawang goreng, irisan jeruk nipis, kecap dan sambal']"
lontong kuah sate padang,"š©untuk lontong--1 gelas beras--3,5 gelas air----š©untuk kuah sate--3 potong dada ayam potong kecil kecil--1 ons kacang tanah--15 butir bawang merah--8 siung bawang putih--20 cabai merah--10 cabai rawit--4 cm kunyit uk telunjuk--2 cm jahe uk.jempol kaki--2 cm lengkuas uknjempol kaki--5 cm sereh bagian putihnya--5 daun jeruk--2 daun salam--1 daun kunyit--1/2 sdm bumbu kambing bubuk--1 lt air--100 gr tepung beras--secukupnya garam--secukupnya minyak goreng--","1) cuci beras dalam panci magic com lalu tambahkan 3,5 gelas air...lalu tekan tombol cook hingga lampu pindah ke warm
2) salin nasi lembek yang sudah masak ke nampan / catakan alumunium/mangkuk lalu.padatkan dengan sendok ditekan tekan permukaannya hingga rata....diamkan selama beberapa jam hingga dingin
3) sangrai kacang tanah dengan api kecil hingga matang tapi jangan gosong lalu blender tapi jangan terlalu halus
4) blender dengan sedikit minyak goreng bawang merah,bawang putih,cabai merah,cabai rawit,kunyit,jahe,lengkuas,sereh bagian putihnya tapi sebelumnya potong dilu kecil2 supaya mudah halus
5) potong dada ayam kecil2
6) masukkan secentong sayur minyak goreng ke dalam wajan lalu tumis bumbu yang sudah dihaluskan+daun jeruk+daun kunyit+daun salam hingga harum
7) tambahkan ayam dan bumbu kari lalu aduk aduk hingga ayam berubah warna tambahkan garam secukupnya lalu tambahkan air
8) masukkan tepung beras kedalam mangkuk tambahkan sedikit air...aduk hingga larut.pastikan tidak ada gumpalan lalu saring ke kuah aduk2 hingga mendidih... lalu masukkan kacang tanah..aduk lagi hingga kuah mengental lalu cek rasa..
9) potong lomtong dengan ukuran sesuai selera tapi buang dulu bagian atasnya yang sedikit mengeras
10) masukkan ke piring..tuangi dengan kuah lontong...taburi bawang goreng jika suka...boleh jika ditambah keripik ubi",20,https://cookpad.com/id/resep/3385850-lontong-magic-com-kuah-sate-padang,kambing,23,"lontong, beras, air, kuah sate, potong dada ayam potong, kacang tanah, bawang merah, bawang putih, cabai merah, cabai rawit, kunyit telunjuk, jahe ukjempol kaki, lengkuas uknjempol kaki, serai putihnya, daun jeruk, daun salam, daun kunyit, bumbu kambing bubuk, air, tepung beras, garam, minyak goreng",10,"['š©untuk lontong', '1 gelas beras', '3,5 gelas air', 'š©untuk kuah sate', '3 potong dada ayam potong kecil kecil', '1 ons kacang tanah', '15 butir bawang merah', '8 siung bawang putih', '20 cabai merah', '10 cabai rawit', '4 cm kunyit uk telunjuk', '2 cm jahe uk.jempol kaki', '2 cm lengkuas uknjempol kaki', '5 cm sereh bagian putihnya', '5 daun jeruk', '2 daun salam', '1 daun kunyit', '1/2 sdm bumbu kambing bubuk', '1 lt air', '100 gr tepung beras', 'secukupnya garam', 'secukupnya minyak goreng']","['cuci beras dalam panci magic com lalu tambahkan 3,5 gelas air', 'lalu tekan tombol cook hingga lampu pindah ke warm', 'salin nasi lembek yang sudah masak ke nampan / catakan alumunium/mangkuk lalu', 'padatkan dengan sendok ditekan tekan permukaannya hingga ratadiamkan selama beberapa jam hingga dingin', 'sangrai kacang tanah dengan api kecil hingga matang tapi jangan gosong lalu blender tapi jangan terlalu halus', 'blender dengan sedikit minyak goreng bawang merah,bawang putih,cabai merah,cabai rawit,kunyit,jahe,lengkuas,sereh bagian putihnya tapi sebelumnya potong dilu kecil2 supaya mudah halus', 'potong dada ayam kecil2', 'masukkan secentong sayur minyak goreng ke dalam wajan lalu tumis bumbu yang sudah dihaluskan+daun jeruk+daun kunyit+daun salam hingga harum', 'tambahkan ayam dan bumbu kari lalu aduk aduk hingga ayam berubah warna tambahkan garam secukupnya lalu tambahkan air', 'masukkan tepung beras kedalam mangkuk tambahkan sedikit air', 'aduk hingga larut', 'pastikan tidak ada gumpalan lalu saring ke kuah aduk2 hingga mendidih', 'lalu masukkan kacang tanahaduk lagi hingga kuah mengental lalu cek rasa', 'potong lomtong dengan ukuran sesuai selera tapi buang dulu bagian atasnya yang sedikit mengeras', 'masukkan ke piringtuangi dengan kuah lontong', 'taburi bawang goreng jika suka', 'boleh jika ditambah keripik ubi']"
